target_lower,target_upper,target_midpoint
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.0,0.25,0.125
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.25,0.5,0.375
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.5,0.75,0.625
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
0.75,1.0,0.875
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
1.0,1.25,1.125
